player_id,nickname,real_name,age,country,current_team,teams,total_kills,total_deaths,headshot_percentage,damage_per_round,grenade_dmg_per_round,maps_played,rounds_played,kills_per_death,kills_per_round,assists_per_round,deaths_per_round,saved_by_teammate_per_round,saved_teammates_per_round,rounds_with_kills,kill_to_death_diff,total_opening_kills,total_opening_deaths,opening_kill_ratio,opening_kill_rating,team_win_percent_after_first_kill,first_kill_in_won_rounds,0_kill_rounds,1_kill_rounds,2_kill_rounds,3_kill_rounds,4_kill_rounds,5_kill_rounds,rifle_kills,sniper_kills,smg_kills,pistol_kills,grenade_kills,other_kills,rating
12004,clax,Timur Sabirov,20,Russia,K23,"K23, Trident, Cyber Legacy, Singularity, EXTREMUM",7015,6742,54.8%,75.0,4.7,387,10293,1.04,0.68,0.11,0.66,0.09,0.1,4790,K - D diff.,831,829,1.0,0.94,68.4%,11.1%,5503,3092,1265,348,76,9,5231,123,383,1208,60,23,1.04
4373,EasTor,Rajohn Linato,28,Spain,,"Movistar Riders, OFFSET",9017,8646,28.3%,68.7,2.8,500,13298,1.04,0.68,0.09,0.65,0.1,0.1,6177,K - D diff.,1530,1214,1.26,1.09,72.2%,16.7%,7121,4014,1616,431,102,14,1874,5193,474,1390,86,17,1.01
14684,jedqr,Grzegorz Jędras,23,Poland,,"Wisla Krakow, x-kom",15232,14642,53.4%,77.0,6.0,819,22194,1.04,0.69,0.15,0.66,0.1,0.1,10418,K - D diff.,1996,1933,1.03,0.97,71.7%,12.8%,11776,6741,2707,818,137,15,11629,173,772,2397,283,41,1.08
14929,JDC,Jon de Castro,22,Germany,MOUZ,"MOUZ, MOUZ NXT, expert, Unicorns of Love, PANTHERS",9406,9192,51.2%,75.9,3.2,521,13676,1.02,0.69,0.13,0.67,0.1,0.1,6327,K - D diff.,1376,1486,0.93,0.99,68.4%,13.7%,7349,4013,1682,510,111,11,7061,335,207,1740,74,11,1.06
12094,1962,Gabriel Sinopoli,26,Argentina,Leviatan,"Leviatan, Isurus",10684,10684,53.7%,76.7,3.8,579,15075,1.0,0.71,0.13,0.71,0.11,0.1,7093,K - D diff.,1747,1793,0.97,1.05,72.8%,16.2%,7982,4448,1863,631,138,13,8025,125,541,1883,110,16,1.07
19114,Kylar,Kacper Walukiewicz,22,Poland,FLET,"AVEZ, Anonymo",10912,10619,59.0%,73.7,4.5,593,15953,1.03,0.68,0.12,0.67,0.1,0.11,7390,K - D diff.,1438,1519,0.95,0.96,71.2%,12.8%,8563,4750,1926,563,134,17,8040,270,487,1954,157,37,1.05
9680,Noobster,Andy Zhang,25,Australia,,"Ground Zero, Paradox, SYF",8741,8534,34.5%,73.2,4.0,495,12785,1.02,0.68,0.12,0.67,0.09,0.09,5874,K - D diff.,1571,1310,1.2,1.11,72.5%,18.3%,6911,3716,1582,458,103,15,2520,4060,390,1650,114,20,1.01
15419,Viva,Lifan Ran,22,China,,"Invictus, 5POWER, CyberZen",10605,10125,46.0%,71.9,2.7,597,15834,1.05,0.67,0.12,0.64,0.1,0.11,7280,K - D diff.,1702,1464,1.16,1.05,70.6%,15.0%,8554,4767,1840,553,101,19,5060,2964,561,1922,105,26,1.06
5386,byali,Paweł Bieliński,28,Poland,UNGENTIUM,"Virtus.pro, AVEZ",34583,33286,51.6%,76.1,3.6,1887,49607,1.04,0.7,0.14,0.67,0.09,0.1,23725,K - D diff.,4451,3989,1.12,0.98,74.3%,13.0%,25882,15411,6187,1777,324,26,26889,165,1236,5877,434,44,1.01
9416,obj,Francisco Ramos,26,Portugal,Fourteen,"OFFSET, eXploit, Giants, AlienTech",7278,6855,31.6%,69.9,2.9,418,10936,1.06,0.67,0.11,0.63,0.09,0.09,5038,K - D diff.,1170,869,1.35,1.07,74.7%,16.1%,5898,3309,1295,362,67,5,2306,3391,256,1272,62,19,1.01
3183,spyleadeR,Emiliyan Dimitrov,32,Bulgaria,FATE,"E-frag.net, MK, GPlay",16849,16756,42.3%,81.0,4.7,899,23232,1.01,0.73,0.18,0.72,0.1,0.08,11300,K - D diff.,2845,2903,0.98,1.07,77.7%,17.7%,11932,7121,3040,936,191,12,12202,168,1356,2848,260,23,1.01
9911,kreaz,Rasmus Johansson,24,Sweden,Finest,"Finest, Apeks",13418,12838,46.9%,75.7,4.5,746,19847,1.05,0.68,0.14,0.65,0.09,0.1,9209,K - D diff.,1709,1726,0.99,0.95,74.5%,12.7%,10638,5999,2372,689,137,12,9286,699,999,2238,198,54,1.01
11205,stadodo,Renato Gonçalves,25,Portugal,FTW,"SAW, OFFSET",13896,13273,40.3%,73.8,5.8,783,20600,1.05,0.67,0.13,0.64,0.09,0.09,9557,K - D diff.,2627,2107,1.25,1.13,72.7%,18.2%,11043,6240,2441,744,118,14,5770,4686,840,2372,238,53,1.08
11701,mirbit,Sabit Coktasar,25,Germany,Nordavind,"ALTERNATE aTTaX, EURONICS, Sprout, Nordavind",15351,14425,44.0%,73.5,5.7,866,23162,1.06,0.66,0.13,0.62,0.09,0.09,10700,K - D diff.,1826,1667,1.1,0.94,70.3%,10.6%,12462,7087,2754,699,141,19,11159,602,1002,2354,214,70,1.06
17510,J0LZ,David Jolin,22,Canada,Strife,"Strife, OCG, Swedish Canadians",7287,7168,49.3%,78.3,4.2,394,10297,1.02,0.71,0.13,0.7,0.09,0.09,4913,K - D diff.,1143,1112,1.03,1.04,68.5%,15.6%,5384,3095,1341,403,69,5,5234,160,527,1185,63,146,1.07
7,Friis,Michael Jørgensen,33,Denmark,,"SK, fnatic, Heroic, Tricked",16356,15609,26.3%,69.4,2.4,938,24254,1.05,0.67,0.11,0.64,0.09,0.08,11183,K - D diff.,2869,2320,1.24,1.1,77.6%,17.8%,13071,7197,2987,852,139,8,3259,9150,659,3027,242,29,1.01
15096,grux,Denis Gutaj,22,Sweden,Savage,"Savage, Red Reserve, SMASH",9112,8874,67.1%,73.8,2.9,490,13084,1.03,0.7,0.11,0.68,0.1,0.11,6202,K - D diff.,1228,1295,0.95,0.97,72.4%,13.4%,6882,3973,1645,495,81,8,6985,141,339,1592,68,15,1.04
11064,dazzLe,Will Loafman,26,United States,,"eUnited, Rise Nation, New Identity",12753,12761,42.0%,80.9,3.5,690,17971,1.0,0.71,0.16,0.71,0.1,0.09,8488,K - D diff.,2103,2238,0.94,1.04,75.9%,17.0%,9483,5304,2280,742,147,15,9181,264,1124,2054,120,30,1.08
10186,ayaya,YangYang Zheng,23,China,After,"Eclipse, Born Of Fire, Flash, AllGamers",8333,8231,40.3%,78.0,2.7,462,11695,1.01,0.71,0.14,0.7,0.09,0.09,5627,K - D diff.,1358,1270,1.07,1.07,74.7%,16.9%,6068,3556,1536,444,82,9,5189,1087,533,1437,71,33,1.01
2007,ap0c,Mike Aliferis,34,Australia,Encore,"AVANT, Tainted Minds, Looking For Org, Chiefs",16627,16413,50.9%,77.1,4.9,931,23802,1.01,0.7,0.15,0.69,0.1,0.09,11195,K - D diff.,2524,2631,0.96,1.01,73.0%,14.6%,12607,7101,2981,908,185,20,11712,578,1109,2834,306,60,1.01
8242,reatz,Paweł Jańczak,27,Poland,,"PRIDE, Illuminar, Kinguin",28133,27400,51.5%,74.0,2.8,1520,40860,1.03,0.69,0.12,0.67,0.1,0.11,19130,K - D diff.,3423,3498,0.98,0.94,73.2%,12.1%,21730,12288,5021,1512,278,31,21543,142,1295,4887,261,82,1.01
16820,siuhy,Kamil Szkaradek,19,Poland,MOUZ NXT,"MOUZ NXT, Izako Boars",9756,9698,53.0%,77.8,4.6,518,13917,1.01,0.7,0.13,0.7,0.1,0.09,6526,K - D diff.,1617,1679,0.96,1.05,74.6%,16.6%,7391,4098,1769,532,111,16,7548,104,392,1613,93,50,1.06
8797,Stewie2K,Jake Yip,24,United States,,"Cloud9, Liquid",27664,27288,49.4%,77.6,5.1,1525,39802,1.01,0.7,0.14,0.69,0.1,0.08,18614,K - D diff.,5206,5272,0.99,1.1,75.0%,18.2%,21188,11785,5005,1451,349,24,16840,3643,1891,4802,345,196,1.01
9410,kalinka,Nikolaj Rysakov,28,Lithuania,,"HellRaisers, Playing Ducks",16112,15955,52.8%,76.6,3.8,855,22891,1.01,0.7,0.12,0.7,0.09,0.09,10860,K - D diff.,2554,2734,0.93,1.03,70.8%,15.9%,12031,6917,2851,892,183,17,10221,2073,816,2795,152,100,1.01
11538,Jinxx,Chris Moseley,25,Australia,,"Genuine, Taboo, Chiefs",7054,6771,52.7%,72.3,3.8,400,10511,1.04,0.67,0.12,0.64,0.1,0.13,4838,K - D diff.,681,652,1.04,0.89,69.8%,9.2%,5673,3145,1253,365,67,8,5151,25,343,1454,87,11,1.04
7982,to1nou,Antoine Pirard,27,Belgium,FiveG,"LDLC, LDLC White",15196,14676,30.5%,68.8,2.2,850,22377,1.04,0.68,0.1,0.66,0.09,0.1,10426,K - D diff.,2480,1873,1.32,1.08,73.5%,16.3%,11951,6828,2622,802,159,15,3874,7273,641,3230,135,65,1.01
12876,DickStacy,Ollie Tierney,25,Australia,,"Grayhound, Dark Sided",10534,10188,48.9%,73.5,4.5,624,15708,1.03,0.67,0.15,0.65,0.11,0.09,7147,K - D diff.,1567,1606,0.98,1.0,76.3%,13.3%,8561,4551,1932,546,109,9,7484,49,931,1899,164,16,1.08
8786,jR,Dmitriy Chervak,28,Ukraine,Run or Die,"Vega Squadron, HellRaisers",16101,15547,34.0%,71.6,3.3,892,23804,1.04,0.68,0.11,0.65,0.08,0.07,11015,K - D diff.,2992,2625,1.14,1.11,72.6%,18.2%,12789,7131,2872,837,161,14,3890,8352,815,2845,166,72,1.01
7980,DESPE,Çağatay Sedef,29,Turkey,,Space Soldiers,8068,7748,29.8%,68.7,2.5,468,12127,1.04,0.67,0.11,0.64,0.08,0.08,5555,K - D diff.,1436,1231,1.17,1.09,75.6%,16.7%,6572,3661,1391,403,86,14,1996,3956,496,1549,70,6,1.01
4959,kioShiMa,Fabien Fiey,28,France,,"Envy, Heretics, FaZe",26259,24967,51.3%,74.0,5.2,1495,39250,1.05,0.67,0.15,0.64,0.08,0.09,18153,K - D diff.,3389,3214,1.05,0.96,73.7%,12.2%,21097,11895,4755,1232,244,27,18894,728,956,4936,510,269,1.01
13155,speed4k,Anton Titov,26,Russia,FreeTON,"DreamEaters, Nemiga",13678,13110,39.2%,69.9,2.9,767,20579,1.04,0.66,0.11,0.64,0.09,0.09,9399,K - D diff.,2080,1696,1.23,1.03,72.1%,14.4%,11180,6136,2408,713,123,19,4808,5901,655,2197,135,28,1.05
8522,FugLy,Jacob Medina,27,United States,,"NRG, Liquid, Envy",18921,18300,43.4%,73.5,3.5,1083,28153,1.03,0.67,0.13,0.65,0.1,0.11,12947,K - D diff.,2381,2328,1.02,0.95,73.4%,12.0%,15206,8446,3296,975,206,24,13588,345,1334,3423,194,52,1.01
8744,emagine,Chris Rowlands,31,Australia,,"ORDER, Kings, Winterfox, Immunity",12837,12350,45.9%,73.6,4.8,751,18931,1.04,0.68,0.14,0.65,0.1,0.09,8799,K - D diff.,1548,1650,0.94,0.93,78.4%,11.6%,10132,5668,2357,654,112,8,9356,107,1035,2079,247,34,1.01
9069,Nifty,Noah Francis,24,United States,,"Renegades, Envy, Selfless",15336,15026,36.3%,70.2,3.2,865,22686,1.02,0.68,0.09,0.66,0.1,0.09,10342,K - D diff.,2683,2403,1.12,1.08,73.5%,17.5%,12344,6570,2770,800,184,18,4529,7276,684,2673,156,45,1.01
16946,Polt,Vadim Tsyrov,28,Russia,xDDDD,"1WIN, Unique",9422,9008,49.1%,77.7,3.5,519,13706,1.05,0.69,0.14,0.66,0.08,0.09,6584,K - D diff.,1215,1055,1.15,0.98,71.4%,12.3%,7122,4369,1695,426,85,9,7151,196,611,1360,107,14,1.07
12521,arT,Andrei Piovezan,26,Brazil,FURIA,FURIA,18525,18493,34.8%,78.1,3.8,1008,26196,1.0,0.71,0.14,0.71,0.1,0.07,12438,K - D diff.,4580,4507,1.02,1.25,73.7%,23.9%,13758,7860,3315,1040,200,23,8744,5652,1303,2440,209,238,1.09
2826,MINISE,Jacek Jeziak,28,Poland,,"PACT, PRIDE, Kinguin",34615,34010,39.7%,73.9,4.9,1871,49905,1.02,0.69,0.12,0.68,0.08,0.07,23430,K - D diff.,6675,6246,1.07,1.13,72.6%,19.2%,26475,14883,6356,1796,363,32,12491,14033,1414,6010,598,131,1.0
8727,waterfaLLZ,Nikita Matveyev,27,Russia,,"Quantum Bellator Fire, PiTER, AVE, EPG",16371,16030,27.1%,72.5,3.2,899,23842,1.02,0.69,0.12,0.67,0.09,0.08,11101,K - D diff.,2854,2546,1.12,1.09,72.5%,17.5%,12741,7085,2972,856,172,16,4556,8300,464,2883,170,29,1.0
16723,Cabbi,Casper Jensen,24,Denmark,MASONIC,"MASONIC, Lyngby Vikings, AGF",8983,9034,55.6%,75.8,4.5,477,12780,0.99,0.7,0.13,0.71,0.11,0.12,5965,K - D diff.,1409,1475,0.96,1.03,71.3%,16.0%,6815,3712,1619,514,109,11,7153,136,268,1313,111,43,1.05
11307,pounh,Eimantas Lazickas,25,Lithuania,,"Playing Ducks, Imperial, 1337HUANIA",7289,7198,49.5%,75.9,2.1,401,10552,1.01,0.69,0.13,0.68,0.09,0.09,4915,K - D diff.,957,962,0.99,0.97,75.1%,13.4%,5637,3120,1307,403,79,6,5280,163,562,1227,56,11,1.04
8413,Zero,Patrik Žúdel,23,Slovakia,SINNERS,"GamerLegion, HellRaisers",19118,18363,49.1%,72.0,2.5,1072,28513,1.04,0.67,0.12,0.64,0.09,0.11,13202,K - D diff.,2448,2283,1.07,0.96,71.9%,12.1%,15311,8655,3386,982,160,19,15157,102,566,3129,166,49,1.0
7383,zqkS,Caio Fonseca,30,Brazil,Corinthians,"Imperial, Yeah, Keyd",13308,12620,28.9%,69.5,3.8,780,20206,1.05,0.66,0.12,0.62,0.09,0.09,9254,K - D diff.,2398,1798,1.33,1.11,73.9%,17.4%,10952,6105,2389,635,114,11,2972,7363,575,2187,176,71,1.0
3669,innocent,Paweł Mocek,28,Poland,Anonymo,"Anonymo, Illuminar, CSGL",32510,31989,45.9%,77.1,5.1,1781,46956,1.02,0.69,0.15,0.68,0.09,0.09,22063,K - D diff.,4286,4249,1.01,0.97,73.8%,13.3%,24893,14090,5872,1766,310,25,24182,774,1270,5790,483,50,1.0
8517,Relyks,Skyler Weaver,27,United States,,"eUnited, Enemy, Selfless, New Identity",14589,14428,48.8%,73.9,5.6,832,21258,1.01,0.69,0.12,0.68,0.1,0.1,9884,K - D diff.,1840,1853,0.99,0.95,73.5%,12.6%,11374,6355,2567,774,164,24,7762,2250,1396,2945,206,51,1.0
10590,fenvicious,Evgeny Mitsik,27,Russia,ASAP,"Unique, Spirit Academy, EPG",13225,13084,52.7%,75.7,2.4,729,19059,1.01,0.69,0.12,0.69,0.09,0.09,8982,K - D diff.,1735,1795,0.97,0.96,69.0%,13.0%,10077,5769,2358,694,147,14,9374,474,1024,2261,101,12,1.0
1883,glace,Nicolai Jensen,28,Denmark,,"North Academy, Tricked, Rogue, No Problem!",10395,10029,52.2%,74.4,4.1,589,15307,1.04,0.68,0.14,0.66,0.09,0.1,7188,K - D diff.,1352,1374,0.98,0.96,75.0%,12.6%,8119,4701,1868,522,93,4,8082,62,369,1733,133,38,1.0
11238,Oderus,Chad Miller,23,United States,,"Spacestation, BlackOut, The Pioneers",8738,8790,34.3%,72.3,1.8,473,12356,0.99,0.71,0.09,0.71,0.1,0.1,5863,K - D diff.,1737,1547,1.12,1.16,70.3%,20.4%,6493,3718,1532,505,99,9,2379,4372,365,1578,55,12,1.04
8724,1uke,Aleksey Zimin,29,Russia,,"Spirit Academy, HOLLYWOOD, PLINK",11017,10794,26.4%,71.6,2.2,623,16179,1.02,0.68,0.09,0.67,0.08,0.07,7466,K - D diff.,2247,1858,1.21,1.17,73.3%,20.7%,8713,4715,2072,569,99,11,1576,7031,601,1708,90,23,1.0
11329,leo_drk,Leonardo Oliveira,22,Brazil,00NATION,"Sharks, 00NATION",10622,10591,51.6%,76.5,4.4,597,15378,1.0,0.69,0.13,0.69,0.11,0.1,7158,K - D diff.,1828,1969,0.93,1.05,72.8%,17.2%,8220,4575,1848,603,118,14,7972,166,554,1700,155,106,1.07
483,Edward,Ioann Sukhariev,34,Ukraine,Cossacks,Natus Vincere,26743,26057,51.1%,72.0,2.9,1477,38889,1.03,0.69,0.13,0.67,0.09,0.09,18270,K - D diff.,3760,3927,0.96,0.98,74.8%,13.8%,20619,11724,4956,1334,238,18,19786,627,1557,4391,231,178,1.0
9245,Tsogoo,Tsog Mashbat,28,Mongolia,TheMongolz,"TheMongolz, Mazaalai",8757,8659,52.8%,77.1,3.3,488,12467,1.01,0.7,0.14,0.69,0.1,0.11,5981,K - D diff.,1109,1080,1.03,0.97,75.0%,13.2%,6486,3862,1551,487,73,8,6618,61,387,1602,86,26,1.0
8347,hazed,James Cobb,33,United States,,"CLG, Mythic",13273,13354,49.8%,78.3,4.1,736,19138,0.99,0.69,0.15,0.7,0.09,0.08,8849,K - D diff.,2127,2285,0.93,1.02,71.5%,15.9%,10289,5567,2354,752,154,22,9603,434,522,2405,200,123,1.0
11574,xiaosaGe,Peng Song,32,China,Steel Helmet,"5POWER, Invictus, UYA",15686,15651,47.7%,80.0,5.2,847,22333,1.0,0.7,0.16,0.7,0.11,0.1,10605,K - D diff.,2494,2351,1.06,1.05,73.5%,15.9%,11728,6742,2844,837,165,17,10721,722,1182,2793,245,50,1.08
147,SIXER,Christophe Xia,31,France,Ambush,"LDLC, Envy",18867,17915,39.1%,69.9,2.7,1087,28664,1.05,0.66,0.11,0.62,0.09,0.1,13166,K - D diff.,2502,2160,1.16,0.98,72.2%,12.6%,15498,8715,3361,940,140,10,8126,6032,854,3695,171,47,1.0
11515,kenzor,Leonard Volodarchuk,25,Ukraine,GUESS,pro100,10785,10728,54.8%,76.6,2.6,598,15627,1.01,0.69,0.13,0.69,0.1,0.11,7316,K - D diff.,1522,1482,1.03,1.0,71.0%,14.0%,8311,4710,1905,557,126,18,7491,618,509,2103,63,34,1.05
14205,R0b3n,Roberts Čigauskis,20,Latvia,Neon Rangers,"Unique, Space Jam, ex-ETHEREAL",9436,9215,49.8%,74.4,3.0,527,13874,1.02,0.68,0.12,0.66,0.09,0.1,6474,K - D diff.,1102,1235,0.89,0.92,72.0%,11.7%,7400,4208,1674,494,92,6,6743,325,602,1624,91,74,1.04
13240,Lack1,Viktor Boldyrev,22,Kazakhstan,,"Entropiq, Winstrike",16518,16449,45.6%,74.1,2.7,902,24117,1.0,0.68,0.13,0.68,0.09,0.09,11134,K - D diff.,2600,2896,0.9,1.01,71.5%,14.7%,12983,7105,2904,915,190,20,11530,1025,1165,2650,143,55,1.04
10764,cbbk,Thotsaphon Suphatthanaphalaphon,28,Thailand,,"Lucid Dream, Beyond",7029,6866,51.2%,75.6,4.3,404,10342,1.02,0.68,0.15,0.66,0.1,0.1,4827,K - D diff.,915,1021,0.9,0.94,75.4%,12.5%,5515,3155,1208,406,50,8,4976,64,798,1115,81,11,1.06
10570,dzt,Denis Fischer,25,Brazil,,"Imperial, Case, BigGods",12004,11856,46.4%,75.6,3.8,676,17504,1.01,0.69,0.13,0.68,0.1,0.09,8152,K - D diff.,2100,2069,1.01,1.07,73.8%,17.1%,9352,5217,2166,629,132,8,8221,843,817,1938,127,105,1.0
9339,ImpressioN,Anthony Lim,26,Singapore,,"BOOT-d[S], BTRG, NKT, dream[S]cape",12159,12028,48.9%,76.8,4.2,684,17721,1.01,0.69,0.15,0.68,0.1,0.11,8269,K - D diff.,1764,1736,1.02,1.0,73.3%,14.0%,9452,5338,2123,667,131,10,8835,299,640,2226,146,50,1.0
11654,almazer,Almaz Asadullin,23,Russia,Trident,forZe,23593,23026,51.9%,74.2,4.2,1310,35199,1.02,0.67,0.13,0.65,0.1,0.09,16140,K - D diff.,3151,3334,0.95,0.96,71.7%,12.2%,19059,10457,4203,1214,242,24,16381,1575,1128,4185,315,87,1.06
19738,Djoko,Thomas Pavoni,25,France,HEET,"HEET, DBL PONEY",9138,9139,61.8%,74.8,5.9,503,13359,1.0,0.68,0.13,0.68,0.1,0.1,6125,K - D diff.,1446,1615,0.9,1.01,72.5%,14.9%,7234,3878,1608,523,105,11,6719,101,427,1753,146,25,1.05
5792,KILLDREAM,Joao Ferreira,29,Portugal,,"AlienTech, k1ck, Giants",7851,7867,44.2%,81.9,3.4,429,11159,1.0,0.7,0.16,0.7,0.1,0.11,5256,K - D diff.,1162,1187,0.98,1.01,73.1%,15.5%,5903,3288,1441,449,69,9,5830,217,308,1409,77,16,1.0
10443,Basso,Sebastian Aagaard,23,Denmark,,Copenhagen Flames,10081,9816,53.0%,70.1,3.5,582,15218,1.03,0.66,0.1,0.65,0.09,0.1,6901,K - D diff.,1126,1165,0.97,0.91,74.1%,10.9%,8317,4487,1779,520,99,16,7285,335,556,1779,115,27,1.0
10663,RoLEX,Warittorn Kalanukarn,21,Thailand,,"Signature, ZIGMA, Beyond, MiTH",8834,8801,51.2%,78.6,3.2,492,12610,1.0,0.7,0.14,0.7,0.09,0.09,5999,K - D diff.,1246,1422,0.88,0.97,73.6%,14.3%,6611,3834,1613,447,92,13,6463,180,490,1571,87,58,1.06
4637,zeff,Min-Seok Park,33,Korea,,MVP PK,8381,8327,42.0%,77.8,4.9,482,12229,1.01,0.69,0.17,0.68,0.13,0.11,5672,K - D diff.,1512,1519,1.0,1.08,77.1%,17.6%,6557,3641,1453,491,74,13,5704,499,687,1350,131,27,1.0
11922,ALLE,Alexandre Santos,25,Brazil,,"Liberty, Redemption POA, Isurus, C4",7659,7550,49.7%,77.3,5.5,423,11227,1.01,0.68,0.14,0.67,0.11,0.1,5212,K - D diff.,1127,1063,1.06,1.01,76.1%,14.9%,6015,3346,1378,401,81,6,5504,354,418,1257,133,20,1.07
9254,mopoz,Alejandro Fernández-Quejo Cano,25,Spain,Movistar Riders,Movistar Riders,20909,20945,51.6%,75.7,4.8,1158,30745,1.0,0.68,0.13,0.68,0.09,0.07,13971,K - D diff.,3550,4060,0.87,1.02,71.5%,16.2%,16774,8796,3713,1190,243,29,14769,532,2188,3151,207,132,1.0
16415,supra,Anton Tšernobai,20,Estonia,Tokyo Revengers,"Gambit Youngsters, Nordavind",9501,9428,58.0%,72.9,5.4,533,14303,1.01,0.66,0.12,0.66,0.1,0.1,6379,K - D diff.,1492,1658,0.9,1.0,74.1%,14.7%,7924,4059,1665,519,125,11,6892,350,607,1502,131,48,1.05
10397,cromen,Jorgen Robertsen,27,Norway,,Nordavind,11785,11718,52.8%,74.0,3.6,653,17335,1.01,0.68,0.13,0.68,0.11,0.11,7946,K - D diff.,1800,1951,0.92,1.0,72.8%,14.8%,9389,5042,2143,603,142,16,8101,753,791,1996,146,29,1.0
973,SZPERO,Grzegorz Dziamałek,31,Poland,,"Wisla Krakow, Kinguin, AGO",36985,36135,33.4%,72.5,3.4,2058,54420,1.02,0.68,0.12,0.66,0.07,0.07,25423,K - D diff.,6407,5753,1.11,1.08,74.2%,17.1%,28997,16587,6530,1924,358,24,13721,14286,1747,6492,525,291,1.0
7433,adreN,Eric Hoag,32,United States,Liquid,"Liquid, Mythic",12259,11879,35.3%,76.5,5.7,697,18241,1.03,0.67,0.15,0.65,0.1,0.12,8474,K - D diff.,1655,1449,1.14,0.99,75.4%,13.4%,9767,5589,2139,619,117,10,6304,3011,457,2204,261,34,1.0
7248,xseveN,Sami Laasanen,27,Finland,HAVU,"HAVU, ENCE, iGame.com, RCTIC",22799,22439,46.2%,78.7,6.0,1275,33704,1.02,0.68,0.16,0.67,0.09,0.09,15545,K - D diff.,3305,3328,0.99,0.99,72.6%,13.7%,18159,10024,4082,1172,240,27,15494,651,2069,4098,440,85,1.0
14954,void,Cooper Farrell,21,Australia,,"Ground Zero, Dark Sided",7854,7727,40.0%,74.1,2.8,437,11368,1.02,0.69,0.13,0.68,0.1,0.11,5389,K - D diff.,837,829,1.01,0.91,72.2%,10.8%,5979,3494,1410,404,77,4,5845,156,339,1400,74,45,1.03
7527,pyth,Jacob Mourujärvi,28,Sweden,,"NIP, Vexed",13677,13682,56.0%,70.3,4.1,756,19801,1.0,0.69,0.13,0.69,0.1,0.1,9175,K - D diff.,1888,1900,0.99,0.98,73.0%,14.1%,10626,5784,2488,737,147,19,9396,972,486,2615,164,64,1.0
545,MODDII,Andreas Fridh,33,Sweden,Astralis Talent,"Heroic, SK",20585,20184,52.4%,74.6,3.6,1170,30550,1.02,0.67,0.13,0.66,0.08,0.08,14035,K - D diff.,3049,3120,0.98,1.0,73.4%,14.3%,16515,9047,3700,1054,217,17,15077,356,1300,3507,308,64,1.0
13186,cam,Cameron Kern,24,United States,,"Singularity, Gorilla Gang, Chaos",9454,9285,50.8%,75.3,5.4,544,13974,1.02,0.68,0.15,0.66,0.12,0.12,6470,K - D diff.,1227,1285,0.95,0.95,76.0%,12.7%,7504,4191,1690,488,86,15,6597,206,723,1685,157,107,1.06
7369,peet,Piotr Ćwikliński,31,Poland,,"AGG, Vexed, SEAL, eBettle",6788,6691,34.0%,71.0,2.1,379,9993,1.01,0.68,0.12,0.67,0.1,0.1,4623,K - D diff.,1193,989,1.21,1.1,74.4%,17.5%,5370,2985,1200,366,64,8,2930,2378,232,1161,61,28,1.0
7687,nitr0,Nick Cannella,26,United States,Liquid,Liquid,24560,24088,44.4%,71.5,4.9,1401,36557,1.02,0.67,0.14,0.66,0.11,0.1,16723,K - D diff.,3743,3758,1.0,1.01,75.1%,14.5%,19834,10725,4456,1289,228,25,15315,2886,1640,4256,385,108,1.0
11926,mds,Aleksandr Rubets,23,Belarus,xDDDD,Nemiga,19676,19236,53.4%,72.6,2.8,1096,29290,1.02,0.67,0.11,0.66,0.09,0.09,13506,K - D diff.,2672,2676,1.0,0.97,72.1%,13.0%,15784,8776,3517,1003,193,17,14219,386,1537,3355,169,54,1.04
10163,pecks,Peter Nguyen,25,Australia,,Chiefs,6620,6458,45.9%,72.4,4.4,389,9930,1.03,0.67,0.14,0.65,0.09,0.08,4527,K - D diff.,763,826,0.92,0.91,71.7%,10.4%,5403,2910,1214,334,65,4,4512,91,592,1324,96,17,1.0
6904,STYKO,Martin Styk,26,Slovakia,Apeks,"HellRaisers, MOUZ, GODSENT",27642,27189,57.5%,74.4,5.0,1569,41373,1.02,0.67,0.13,0.66,0.09,0.08,18847,K - D diff.,3562,3820,0.93,0.94,73.2%,12.2%,22526,12210,4857,1458,283,39,19482,1192,1435,4947,473,178,1.0
9298,truth,Erik Hansen Dyrnes,25,Norway,,"Apeks, ATK, Vexed",8886,8837,51.4%,75.4,3.4,479,12857,1.01,0.69,0.12,0.69,0.09,0.1,6035,K - D diff.,1130,1173,0.96,0.95,72.4%,12.9%,6822,3850,1621,468,90,6,6569,416,386,1421,86,20,1.0
2161,Noktse,Nicolás Dávila,29,Argentina,Isurus,Isurus,13891,13644,39.7%,74.2,4.6,789,20642,1.02,0.67,0.13,0.66,0.09,0.09,9484,K - D diff.,2545,2321,1.1,1.1,74.3%,17.4%,11158,6102,2510,728,135,9,5726,5066,724,2223,161,33,1.06
9260,vice,Daniel Kim,26,United States,,"Rogue, Cloud9",8668,8540,49.4%,75.9,3.1,493,12707,1.01,0.68,0.14,0.67,0.12,0.11,5944,K - D diff.,1155,1173,0.98,0.97,73.2%,13.4%,6763,3861,1549,437,89,8,6387,88,583,1509,96,19,1.0
10463,Baaten,Linus Andersson,23,Sweden,,"x6tence Galaxy, Red Reserve, fnatic Academy, Chaos",13293,13254,56.5%,74.1,3.7,738,19661,1.0,0.68,0.12,0.67,0.1,0.11,8975,K - D diff.,1721,1976,0.87,0.94,71.9%,12.4%,10686,5746,2319,746,149,15,9494,144,1141,2353,168,20,1.0
